Rosenbrock,Sphere,Quartic_with_noise,Schwefel_1_2,Step,Ackley,Rastrigin
28.72372619074174,3.6611262770124784e-06,11.529032303544364,4.047536577794569e-06,1.324007329555044,0.0002743708376695,5.3879603001405485e-09
28.713103507708023,3.6611262770124784e-06,11.529032303544364,4.047536577794569e-06,1.324007329555044,0.0002743708376695,5.3879603001405485e-09
28.713103507708023,3.6611262770124784e-06,11.15327186204341,4.047536577794569e-06,1.324007329555044,0.0002743708376695,5.3879603001405485e-09
28.713103507708023,3.6611262770124784e-06,11.15327186204341,4.047536577794569e-06,1.2756869568050468,0.0002743708376695,5.3879603001405485e-09
28.713103507708023,2.33688582995064e-07,11.15327186204341,1.138831189866064e-06,1.2744438029982348,0.0002743708376695,5.3879603001405485e-09
28.713103507708023,2.33688582995064e-07,11.15327186204341,1.138831189866064e-06,1.225132019745171,0.0002743708376695,5.3879603001405485e-09
28.713103507708023,2.1035184867626595e-11,11.15327186204341,1.273460953778999e-07,1.225132019745171,0.0002743708376695,5.3879603001405485e-09
28.713103507708023,9.568540781038998e-13,11.15327186204341,1.273460953778999e-07,1.225132019745171,0.0002743708376695,5.3879603001405485e-09
28.713103507708023,9.568540781038998e-13,11.15327186204341,1.273460953778999e-07,1.225132019745171,0.0002743708376695,5.3879603001405485e-09
28.713103507708023,9.568540781038998e-13,11.15327186204341,3.779433500376336e-09,1.225132019745171,0.0002743708376695,5.3879603001405485e-09
28.713103507708023,9.568540781038998e-13,11.15327186204341,1.679563924029051e-09,1.225132019745171,0.0002743708376695,5.3879603001405485e-09
28.713103507708023,9.568540781038998e-13,11.15327186204341,5.62460159207623e-10,1.225132019745171,0.0002743708376695,5.3879603001405485e-09
28.713103507708023,9.568540781038998e-13,11.15327186204341,3.568656728789805e-10,1.196489479588254,0.0002743708376695,5.3879603001405485e-09
